Arquivo de Áudio,Transcrição
audio_10506.wav,ali conta sobre grandes heranças é bom falar sobre isso porque nós não estamos falando
audio_10507.wav,para você Boris Você sabe qual foi a primeira avaliação que eu fiz
audio_10508.wav,da Segunda Guerra Mundial e
audio_10509.wav,esses cara com direitos humanos
audio_1051.wav,de fato
audio_10510.wav,primeiro em determinados setores por exemplo
audio_10511.wav,um pai esse sentimento por exemplo eu não assisti ao longo de
audio_10512.wav,é diferente O Homem do Campo não pode parar no carro
audio_10513.wav,Bom dia amor da de penal por alguns tipos de crime entre os
audio_10514.wav,vendo amor a vida não é assim a gente precisa amadurecer
audio_10515.wav,pode
audio_10517.wav,morada
audio_10518.wav,Eu tava falando de mim assim como eu tenho a prova hoje de que não é exatamente a realidade
audio_10519.wav,mandar para fora do Brasil
audio_1052.wav,meu colo assim
audio_10520.wav,gente é o plural hahaha
audio_10521.wav,[Erro] Não foi possível transcrever o áudio
audio_10522.wav,pegando lá vai encontrar a mesma coisa coloque
audio_10523.wav,te passo ele depois eu não posso eu não vim com a bolsa inteira
audio_10524.wav,você com quem visualiza Mas você ele cria redes de bolha né
audio_10525.wav,brincadeira e aí
audio_10526.wav,eu obedeço as regras e gosto
audio_10527.wav,que acompanhava a
audio_10528.wav,quantos anos no PP do Paulo Maluf se passou anos no PTB do Roberto Jefferson e
audio_10529.wav,de quando ele falsificou a assina
audio_1053.wav,perguntar para ele agora é o Alberto bom
audio_10530.wav,a faça o discurso que faz um
audio_10531.wav,existe um Estatuto da Criança e do Adolescente ao qual não há
audio_10532.wav,magistrada eu decidi fazer política Eu não decidi se é magistrado então
audio_10533.wav,[Erro] Não foi possível transcrever o áudio
audio_10534.wav,agora quem aguentou
audio_10535.wav,quando
audio_10537.wav,o seu programa defende aumentos substanciais de
audio_10538.wav,neném vamos chamar assim em
audio_10539.wav,as dores e as delícias para parafrasear Caetano
audio_1054.wav,[Erro] Não foi possível transcrever o áudio
audio_10540.wav,[Erro] Não foi possível transcrever o áudio
audio_10541.wav,sociedade sim o que é triste de dizer
audio_10542.wav,você acha que o ex-presidente
audio_10543.wav,que forte
audio_10544.wav,disse isso aqui no Roda Viva em 2018 quando foi candidato a presidente
audio_10545.wav,cientista político que pudesse
audio_10546.wav,encerrar essa
audio_10547.wav,[Erro] Não foi possível transcrever o áudio
audio_10548.wav,petróleo depende energia
audio_10549.wav,estamos de volta com a de
audio_1055.wav,que ficou
audio_10550.wav,a vapor tiravam empregos os luditas quebravam as máquinas
audio_10551.wav,chorando na porta do aeroporto
audio_10552.wav,só com amigos que fizeram teste uma beleza comecei
audio_10553.wav,não disse que não é indivíduo o senhor quer saber onde é o número enorme de indiv
audio_10554.wav,no primeiro turno
audio_10555.wav,eu não fui candidato a nada porque eu não quero eu não preciso disso sou
audio_10556.wav,venha participar e
audio_10557.wav,porque a gente vai entrar numa greve os patrões vão endurecer e
audio_10558.wav,em qualquer momento de um país
audio_10559.wav,trabalho com a escolinha agora eles vão morrer mas acabou Ele tá super bem
audio_1056.wav,foi preso amanhece
audio_10561.wav,uma pergunta sobre a sua especialidade o senhor
audio_10562.wav,som do voto
audio_10563.wav,olha só que malabarismo sabe
audio_10564.wav,nunca
audio_10566.wav,e os militares deve-se ter a sua organização volta
audio_10567.wav,coisa ruim mais uma
audio_1057.wav,Como já estava no avião que loucura é essa Chegamos em Los Angeles
audio_10570.wav,o sonho acabou
audio_10571.wav,entrevista da pré-candidata à presidência
audio_10572.wav,câmera metade foi para o termo ocupado A Tribuna da câmara esse tipo de gente que fala em democracia
audio_10573.wav,tivesse mais negros e negros na nossa bancada é com mais negros
audio_10574.wav,processos não Democráticos são não Democráticos do nosso país né Nós somos
audio_10575.wav,[Erro] Não foi possível transcrever o áudio
audio_10576.wav,que
audio_10577.wav,mortalidade infantil tem muito a ver com os prematuros
audio_10578.wav,eu vi hoje uma entrevista
audio_10579.wav,é uma fala
audio_10580.wav,agora é
audio_10581.wav,pode ocorrer de um deles dizer não Doutor Elias é melhor escolhermos
audio_10582.wav,aí ele atende alô falei
audio_10583.wav,super feliz eu amo adicionar Chique né tem que ter um projeto tô com um
audio_10584.wav,de igualar
audio_10585.wav,trabalhadores que podem estar descontentes ab
audio_10586.wav,[Erro] Não foi possível transcrever o áudio
audio_10587.wav,é preciso que os trabalhadores
audio_10589.wav,que disse que a biografia do Senhor pegado pedreiro é melhor que a minha mostre-me
audio_1059.wav,é que elas não terminavam uma hora
audio_10590.wav,melhorou muito melhorou muito
audio_10591.wav,[Erro] Não foi possível transcrever o áudio
audio_10592.wav,que o processo do ex-presidente Lula seja solucionado
audio_10593.wav,a peãozada que trabalha lá dentro não é Patrimônio dela portanto ela não
audio_10594.wav,centro também um grande Campo
audio_10595.wav,[Erro] Não foi possível transcrever o áudio
audio_10596.wav,bolsonarismo eles vão para praia vão desistir
audio_10597.wav,[Erro] Não foi possível transcrever o áudio
audio_10598.wav,debates da TV brasileira
audio_10599.wav,que ainda
audio_106.wav,queria o homem abandonar
audio_1060.wav,casa me criticado no livro dele né
audio_10600.wav,maravilhosamente bem
audio_10601.wav,para que a gente compreenda Porque nós não conseguimos
audio_10603.wav,essa deve ter muito o que que nós queremos
audio_10604.wav,segunda eu acho que essa companheira
audio_10605.wav,deputados federais essa direita tradicional
audio_10606.wav,dias que a região principal Paulo metal
audio_10607.wav,Qual é o seu grande ídolo eu nunca
audio_10608.wav,festa de aniversário
audio_10609.wav,dois homossexuais isso fala com base em estudos do Senhor meu Deus
audio_1061.wav,isso é muito importante
audio_10610.wav,inicialmente que se faça depilação em cada cromossomo é uma unidade
audio_10611.wav,formiga hoje tem Edmundo hoje tem
audio_10612.wav,Brasil um investimento maciço no cão
audio_10613.wav,isso que a vida te dá
audio_10614.wav,[Erro] Não foi possível transcrever o áudio
audio_10615.wav,melhor eu entendo porque
audio_10616.wav,Eu pediria no congresso
audio_10617.wav,[Erro] Não foi possível transcrever o áudio
audio_10618.wav,[Erro] Não foi possível transcrever o áudio
audio_10619.wav,cair a ficha do que significa
audio_1062.wav,hepatite a saída vai ser conjunta
audio_10620.wav,que vai ter que administrar porque eu
audio_10621.wav,[Erro] Não foi possível transcrever o áudio
audio_10622.wav,Eu já vi aquele
audio_10623.wav,só que eu não acredito em ninguém
audio_10624.wav,pesquisas nesse primeiro turno
audio_10625.wav,bosta outra de esquerda Olha a maior parte
audio_10626.wav,não cheguei a falar porque cortei no momento
audio_10628.wav,sai do queria aproveitar
audio_10629.wav,horas para chegar não tenho para sair então não tem o fundo de garantia que não tem o fundo de garantia
audio_1063.wav,novo emprego deputado federal você você começou trabalhando como torneiro mecânico tinha um salário de
audio_10630.wav,[Erro] Não foi possível transcrever o áudio
audio_10631.wav,mas o que falta aos governos né é a capacidade pode ser ante
audio_10632.wav,você acha com todo respeito
audio_10633.wav,sabe por quê Porque para mim eu
audio_10634.wav,e não só de direito nesse sentido se o
audio_10635.wav,[Erro] Não foi possível transcrever o áudio
audio_10636.wav,arrecadação da União
audio_10637.wav,de mãe
audio_10638.wav,[Erro] Não foi possível transcrever o áudio
audio_10639.wav,no chão é só desgraceira
audio_1064.wav,uma nova lei da igreja como Aquela resolve uma rede
audio_10640.wav,por favor eu preciso responder para ver clareza uma
audio_10641.wav,sistema eleitoral eu entendo eu tava falando
audio_10642.wav,sou homossexual não você não sabe nem eu sei se você é
audio_10643.wav,fazer uma campanha eleitoral sem criticar uma gestão
audio_10644.wav,e depois da greve você não conseguiu conquistar
audio_10645.wav,eu fui deputada muito tempo né sou deputada dia 14 anos
audio_10646.wav,quebrar cera quente
audio_10647.wav,Então é isso fazer todos os dias
audio_10648.wav,[Erro] Não foi possível transcrever o áudio
audio_10649.wav,nova fusão com o PP
audio_1065.wav,dói muito de
audio_10650.wav,o que eu poderia fazer quer dizer se quer dizer publicamente inclusive
audio_10651.wav,68 anos de idade que viveu
audio_10653.wav,níveis de investimento
audio_10654.wav,é o congelamento de preço efetivo agora
audio_10655.wav,quando usam as imagens de crianças como é a minha filha como meu enteado para fazer
audio_10656.wav,A gente devia ganhar um
audio_10657.wav,meu absorvente vazou e eu não
audio_10658.wav,colher juntos essa outra pessoa Acho que foi Claro
audio_10659.wav,que deu o mesmo Impacto Fernando de Moraes ficam os jornais
audio_1066.wav,todo mundo
audio_10660.wav,falar
audio_10661.wav,o nosso fomos lá não agora desde o colégio
audio_10662.wav,equipe de chegou o neofascista o novo neofascista então
audio_10663.wav,Senão deixa de terminar
audio_10664.wav,[Erro] Não foi possível transcrever o áudio
audio_10665.wav,eleva para além desse mundo
audio_10666.wav,de operação e vou pedir demissão da Polícia Militar eu comprei uma melhor
audio_10667.wav,que se juntou com o PT por uma conveniência
audio_10668.wav,Nunes
audio_10669.wav,ele não vai para o cemitério
audio_1067.wav,37 da organização internacional do trabalho que levaria ao
audio_10670.wav,setor de petróleo e gás exatamente
audio_10671.wav,que a gente faz na braça
audio_10673.wav,Por que o coelho foi encontrar Pedro Bial Ele não aguentava mais ver pela
audio_10674.wav,a democracia é um modelo de estado que você admira em algum
audio_10675.wav,muita gente podia pensar ele é um maluco aí da rua né então o tratamento
audio_10676.wav,surpreendi
audio_10677.wav,[Erro] Não foi possível transcrever o áudio
audio_10678.wav,no momento de sente tantos por cento somado
audio_10679.wav,só para ela vem molinha aqui Colocou Ela gruda imediatamente Então você tem
audio_1068.wav,Fernando Haddad é competitivo
audio_10680.wav,todo respeito ao Senhor
audio_10681.wav,dados sobre mulheres morrerem mulheres pobres morrerem mulheres ricas
audio_10682.wav,é para garantir que as pessoas tenham dignidade
audio_10683.wav,nem carro BL
audio_10684.wav,agronegócio o mercado financeiro e nessas concessões
audio_10685.wav,falar de educação eu não entendo agora se o senhor disse que
audio_10686.wav,dito no estado democrático
audio_10687.wav,significou a frente do ex-presidente Lula na votação
audio_10689.wav,[Erro] Não foi possível transcrever o áudio
audio_1069.wav,próxima
audio_10690.wav,do interior de São Paulo então a guerra cultural as quatro explicação
audio_10691.wav,[Erro] Não foi possível transcrever o áudio
audio_10692.wav,para
audio_10693.wav,foi uma revolta quase que natural e espontânea de um conjunto
audio_10694.wav,eu eu já falei
audio_10695.wav,parei no semáforo com meu carro
audio_10696.wav,quem economista e uma empresa como a
audio_10697.wav,ela vai garantir é que haja Total Liberdade
audio_10698.wav,depois veja querer quer eu acho que é um equívoco histórico
audio_10699.wav,onde a gente fala um pouquinho da sua família e vem de um plano de celular você
audio_107.wav,teremos a presença aqui no Roda Viva do pré-candidato
audio_1070.wav,entende muito respeito mas eu não tenho compromisso com nenhum dos dois
audio_10700.wav,primeiro que quem não é deputado que está
audio_10701.wav,Deus me livre aí vai para
audio_10702.wav,mas
audio_10703.wav,boa parte da população né porque ex
audio_10704.wav,pela direita pela esquerda pelas campanhas presidenciais
audio_10705.wav,as votações ontem me deu a impressão o seguinte o presidente Jair bolsonaro
audio_10706.wav,há muita discussão não há consenso mas uma coisa é
audio_10707.wav,inconstitucional
audio_10708.wav,[Erro] Não foi possível transcrever o áudio
audio_10709.wav,vai dar no ano pode fazer as contas vai dar 64 bilhões de
audio_1071.wav,cultura culinária
audio_10710.wav,para fiscalizar aquilo que está sendo feito por isso que
audio_10711.wav,pregação vai continuar usando o bordão meu nome é não é isso que eu acabei de ler
audio_10712.wav,diferença então eu eu queria agrada
audio_10713.wav,número de Deputados esse deputa
audio_10714.wav,[Erro] Não foi possível transcrever o áudio
audio_10715.wav,do meu partido me ligou tá o Ciro Nogueira
audio_10716.wav,[Erro] Não foi possível transcrever o áudio
audio_10717.wav,casos como esse Mas vamos lá eu fui entrevistado Professor Augusto Nunes
audio_10718.wav,não sei no economês mais mais assim no feijão com arroz
audio_1072.wav,nós tivermos algo
audio_10720.wav,só ganhar eu tô muito confiante que o Lula vai ganhar as
audio_10721.wav,que eu tenho um reivindicado desde 78 para as empresas quando eu vou negociar com uma Volkswagen
audio_10722.wav,em
audio_10723.wav,usando a lei
audio_10724.wav,posso dirigir para Una sem conhecer 50 ou 60% dos
audio_10725.wav,no palanque não é adequado acho mais adequado eu pelo menos não chego no PA
audio_10726.wav,"alguém morreu enforcado né praticar o suicídio 1,20 m de altura"
